,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,annual_inc,loan_status,dti,delinq_2yrs,fico_avg,inq_last_6mths,delinq_flag,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,home_ownership_OWN,home_ownership_RENT,verification_status_Source Verified,verification_status_Verified
10,20050.0,20050.0,20050.0,36,16.2,706.88,2,13,10.0,100000.0,0,19.39,1.0,662.0,0.0,1,11.0,0.0,17383.0,0.905,23.0,0.0,0.0,25447.6734659791,25447.67,20050.0,5397.67,0.0,0.0,0.0,706.87,0.0,0.0,0.0,430175.0,19200.0,2.0,39107.0,0.0,1.008,87.0,12.0,1.0,0.0,4.0,6.0,4.0,8.0,9.0,7.0,13.0,6.0,11.0,0.0,1.0,91.0,100.0,0.0,0.0,453131.0,33400.0,15700.0,21931.0,False,False,False,True
11,30000.0,30000.0,30000.0,36,16.99,1069.44,3,17,1.0,112000.0,0,11.19,1.0,677.0,2.0,1,11.0,0.0,3265.0,0.155,29.0,0.0,0.0,33987.4500081971,33987.45,30000.0,3987.45,0.0,0.0,0.0,9327.52,0.0,0.0,0.0,156326.0,21000.0,6.0,15633.0,10753.0,0.198,7.0,7.0,2.0,2.0,4.0,6.0,5.0,9.0,10.0,9.0,17.0,6.0,11.0,1.0,4.0,89.7,0.0,0.0,0.0,178151.0,156326.0,13400.0,157151.0,False,True,True,False
12,2000.0,2000.0,2000.0,36,28.69,83.48,5,25,10.0,30000.0,1,8.72,0.0,667.0,4.0,0,7.0,2.0,3174.0,0.71,16.0,0.0,0.0,848.51,848.51,267.87,323.12,0.0,257.52,46.3536,83.48,0.0,0.0,0.0,182157.0,4500.0,7.0,26022.0,1750.0,0.68,1.0,1.0,4.0,0.0,2.0,3.0,3.0,5.0,2.0,3.0,9.0,2.0,7.0,0.0,6.0,81.0,50.0,1.0,0.0,184814.0,8778.0,3500.0,4861.0,False,False,False,True
13,16000.0,16000.0,15975.0,36,10.99,523.75,1,8,1.0,125000.0,1,17.19,3.0,662.0,1.0,1,19.0,0.0,19505.0,0.602,41.0,0.0,0.0,8075.78,8063.16,6034.62,1841.16,0.0,200.0,36.0,523.75,0.0,0.0,0.0,124936.0,32400.0,7.0,6576.0,7157.0,0.6759999999999999,4.0,4.0,0.0,0.0,7.0,11.0,8.0,13.0,17.0,16.0,24.0,11.0,19.0,0.0,4.0,90.0,50.0,0.0,0.0,160688.0,124936.0,22100.0,128288.0,False,True,True,False
14,10000.0,10000.0,10000.0,36,15.1,347.15,2,11,5.0,80000.0,0,14.48,0.0,682.0,1.0,0,8.0,0.0,7460.0,0.785,14.0,0.0,0.0,12497.0922655605,12497.09,10000.0,2497.09,0.0,0.0,0.0,346.84,0.0,0.0,0.0,38897.0,9500.0,3.0,5557.0,710.0,0.855,5.0,5.0,0.0,0.0,2.0,4.0,3.0,4.0,4.0,6.0,10.0,4.0,8.0,0.0,2.0,100.0,100.0,0.0,0.0,55956.0,38897.0,4900.0,46456.0,False,True,True,False
15,13000.0,13000.0,13000.0,36,10.75,424.07,1,8,4.0,170000.0,0,15.97,0.0,672.0,1.0,0,10.0,1.0,12229.0,0.408,22.0,0.0,0.0,14903.3783412646,14903.38,13000.0,1903.38,0.0,0.0,0.0,6387.39,0.0,0.0,0.0,95131.0,30000.0,7.0,9513.0,12062.0,0.307,5.0,5.0,1.0,0.0,3.0,5.0,3.0,6.0,7.0,7.0,14.0,5.0,10.0,0.0,5.0,100.0,33.3,1.0,0.0,117508.0,95131.0,17400.0,87508.0,False,True,True,False
16,13625.0,13625.0,13625.0,36,16.99,485.71,3,17,10.0,110000.0,1,7.99,0.0,667.0,1.0,0,10.0,1.0,4311.0,0.423,34.0,0.0,0.0,16198.51,16198.51,12208.6,3789.67,0.0,200.24,2.0024,485.71,0.0,0.0,0.0,27997.0,10200.0,10.0,3111.0,3516.0,0.424,3.0,3.0,5.0,0.0,3.0,4.0,5.0,14.0,6.0,9.0,23.0,4.0,10.0,0.0,3.0,100.0,60.0,1.0,0.0,48609.0,27997.0,6100.0,38409.0,False,False,True,False
17,10500.0,10500.0,10500.0,36,12.29,350.21,2,10,1.0,46000.0,1,22.2,0.0,667.0,1.0,1,13.0,0.0,10178.0,0.64,23.0,0.0,0.0,10141.75,10141.75,8146.1,1995.65,0.0,0.0,0.0,350.21,0.0,0.0,0.0,26226.0,15900.0,7.0,2186.0,450.0,0.924,2.0,2.0,0.0,0.0,4.0,8.0,4.0,6.0,6.0,11.0,17.0,8.0,13.0,0.0,4.0,95.7,100.0,0.0,0.0,45995.0,26226.0,5900.0,30095.0,False,True,False,False
18,24700.0,24700.0,24625.0,36,17.27,883.95,3,17,3.0,65000.0,1,15.47,2.0,672.0,1.0,1,18.0,0.0,10423.0,0.5660000000000001,36.0,0.0,0.0,7076.99,7055.5,1064.56,655.94,0.0,5356.49,964.168200127,883.95,0.0,0.0,0.0,335925.0,18400.0,6.0,20995.0,1958.0,0.7979999999999999,1.0,1.0,3.0,1.0,4.0,8.0,4.0,10.0,7.0,14.0,26.0,10.0,18.0,1.0,4.0,88.9,50.0,0.0,0.0,383114.0,65622.0,9700.0,64714.0,False,False,False,False
19,14000.0,14000.0,13975.0,36,10.99,458.28,1,8,10.0,60000.0,0,11.1,0.0,677.0,0.0,0,11.0,0.0,25776.0,0.65,17.0,0.0,0.0,16510.722463417398,16481.24,14000.0,2510.72,0.0,0.0,0.0,458.11,0.0,0.0,0.0,111621.0,39850.0,8.0,11162.0,5193.0,0.66,8.0,8.0,1.0,0.0,7.0,9.0,11.0,11.0,2.0,9.0,14.0,8.0,10.0,0.0,3.0,100.0,42.9,0.0,0.0,137750.0,25776.0,36350.0,0.0,False,False,False,False
20,35000.0,35000.0,35000.0,60,22.45,975.64,4,24,2.0,152000.0,0,11.06,0.0,697.0,4.0,0,24.0,0.0,40830.0,0.375,56.0,0.0,0.0,38836.434236944704,38836.43,35000.0,3836.43,0.0,0.0,0.0,33958.23,0.0,0.0,135.0,146436.0,109000.0,7.0,6973.0,41055.0,0.258,5.0,5.0,5.0,0.0,4.0,9.0,8.0,14.0,10.0,19.0,36.0,9.0,24.0,0.0,2.0,100.0,0.0,0.0,0.0,243376.0,54249.0,55300.0,30294.0,False,True,True,False
21,21225.0,21225.0,21225.0,60,16.99,527.39,3,17,2.0,71200.0,0,18.74,0.0,682.0,0.0,0,10.0,1.0,16279.0,0.557,30.0,0.0,0.0,23324.15,23324.15,21225.0,2099.15,0.0,0.0,0.0,20159.81,0.0,0.0,0.0,42670.0,29200.0,4.0,4267.0,520.0,0.879,7.0,7.0,7.0,0.0,2.0,4.0,2.0,8.0,3.0,9.0,20.0,4.0,10.0,0.0,1.0,100.0,50.0,1.0,0.0,63634.0,42670.0,4300.0,34434.0,False,True,True,False
22,15000.0,15000.0,15000.0,36,13.99,512.6,2,13,10.0,110000.0,0,12.77,0.0,672.0,0.0,1,9.0,0.0,13668.0,0.943,22.0,0.0,0.0,18521.8290166829,18521.83,15000.0,3470.57,51.26,0.0,0.0,19.12,0.0,0.0,0.0,378133.0,14500.0,4.0,42015.0,592.0,0.958,14.0,4.0,2.0,0.0,5.0,6.0,5.0,5.0,6.0,6.0,13.0,6.0,9.0,0.0,2.0,90.9,100.0,0.0,0.0,395199.0,32158.0,14200.0,20699.0,True,False,False,True
23,35000.0,35000.0,35000.0,60,18.54,899.09,4,20,10.0,130000.0,0,28.82,4.0,677.0,1.0,1,16.0,0.0,143100.0,0.8,31.0,0.0,0.0,52029.7670305058,52029.77,35000.0,17029.77,0.0,0.0,0.0,14340.09,0.0,0.0,508.0,215795.0,179551.0,1.0,13487.0,8595.0,0.8,79.0,14.0,3.0,0.0,11.0,13.0,21.0,21.0,6.0,13.0,23.0,9.0,16.0,3.0,0.0,97.0,54.5,0.0,0.0,364672.0,120862.0,94550.0,71121.0,False,False,False,True
24,30000.0,30000.0,29950.0,60,18.99,778.06,3,18,10.0,85000.0,0,39.15,0.0,697.0,0.0,0,20.0,0.0,31289.0,0.49,30.0,0.0,0.0,39607.3857297217,39541.37,30000.0,9607.39,0.0,0.0,0.0,22521.72,0.0,0.0,0.0,104649.0,63900.0,8.0,5232.0,6790.0,0.675,7.0,7.0,0.0,0.0,5.0,13.0,7.0,8.0,11.0,16.0,19.0,13.0,20.0,0.0,2.0,100.0,57.1,0.0,0.0,152523.0,104649.0,20900.0,88623.0,False,False,False,True
25,12000.0,12000.0,12000.0,60,23.99,345.15,4,21,10.0,60000.0,0,22.82,0.0,747.0,2.0,0,14.0,0.0,3424.0,0.08,21.0,0.0,0.0,15711.988154624,15711.99,12000.0,3711.99,0.0,0.0,0.0,10550.73,0.0,0.0,0.0,65307.0,42700.0,9.0,4665.0,21815.0,0.113,1.0,1.0,0.0,0.0,2.0,5.0,5.0,5.0,10.0,11.0,11.0,5.0,14.0,0.0,6.0,100.0,0.0,0.0,0.0,106802.0,65307.0,24600.0,64102.0,False,True,False,True
26,5600.0,5600.0,5600.0,36,11.99,185.98,1,9,-1.0,53000.0,1,24.06,0.0,692.0,2.0,0,19.0,1.0,8176.0,0.355,56.0,0.0,0.0,2444.48,2444.48,1360.32,495.75,0.0,588.41,105.9138,185.98,0.0,0.0,0.0,167596.0,23000.0,11.0,9859.0,6222.0,0.345,1.0,1.0,1.0,0.0,3.0,8.0,4.0,25.0,13.0,15.0,40.0,8.0,18.0,0.0,7.0,100.0,25.0,1.0,0.0,193026.0,39810.0,9500.0,37612.0,False,False,False,True
27,6000.0,6000.0,6000.0,36,18.06,217.1,3,16,-1.0,86000.0,1,22.84,0.0,737.0,2.0,0,11.0,0.0,6292.0,0.18899999999999997,30.0,0.0,0.0,1923.67,1923.67,928.7,619.98,15.0,359.99,64.7982,50.0,0.0,0.0,0.0,205038.0,33300.0,9.0,20504.0,25350.0,0.198,5.0,4.0,3.0,0.0,2.0,3.0,3.0,4.0,18.0,6.0,9.0,3.0,11.0,0.0,5.0,100.0,66.7,0.0,0.0,252743.0,80121.0,31600.0,89443.0,True,False,False,False
28,20000.0,20000.0,20000.0,36,30.49,854.41,5,28,3.0,66000.0,1,34.51,1.0,687.0,1.0,1,4.0,0.0,14103.0,0.904,11.0,0.0,0.0,2961.6,2961.6,346.24,440.41,0.0,2174.95,391.491,854.41,0.0,0.0,0.0,71221.0,15600.0,7.0,17805.0,4006.0,0.6100231578947369,22.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,1.0,4.0,0.0,0.0,90.9,46.72442105263158,0.0,0.0,88798.0,71221.0,0.0,73198.0,False,True,True,False
29,8000.0,8000.0,8000.0,36,17.57,287.5,3,18,10.0,33072.0,0,32.47,0.0,662.0,3.0,0,15.0,1.0,8016.0,0.41100000000000003,21.0,0.0,0.0,10342.8947758964,10342.89,8000.0,2342.89,0.0,0.0,0.0,287.33,0.0,0.0,518.0,32296.0,19500.0,13.0,2153.0,1411.0,0.7829999999999999,4.0,4.0,0.0,0.0,5.0,13.0,5.0,5.0,7.0,14.0,14.0,13.0,15.0,0.0,7.0,100.0,60.0,1.0,0.0,45704.0,32296.0,6500.0,26204.0,True,False,False,True
30,16000.0,16000.0,16000.0,36,17.77,576.6,3,15,9.0,68640.0,0,15.82,0.0,672.0,0.0,1,13.0,0.0,16195.0,0.733,32.0,0.0,0.0,18133.814035871103,18133.81,16000.0,2133.81,0.0,0.0,0.0,12944.54,0.0,0.0,230.0,56184.0,22100.0,9.0,4322.0,2595.0,0.78,4.0,4.0,0.0,0.0,5.0,9.0,6.0,11.0,16.0,10.0,16.0,9.0,13.0,0.0,3.0,92.0,50.0,0.0,0.0,66266.0,56184.0,11800.0,44166.0,False,False,False,False
31,5000.0,5000.0,5000.0,36,8.39,157.59,0,4,10.0,60000.0,0,18.94,0.0,662.0,3.0,0,13.0,1.0,5063.0,0.27699999999999997,32.0,0.0,0.0,5668.2928933188,5668.29,5000.0,668.29,0.0,0.0,0.0,157.3,0.0,0.0,815.0,30150.0,18300.0,10.0,2319.0,1584.0,0.56,0.0,0.0,0.0,0.0,4.0,9.0,4.0,10.0,5.0,11.0,27.0,9.0,13.0,0.0,3.0,100.0,25.0,1.0,0.0,49338.0,30150.0,3600.0,31038.0,False,True,True,False
32,7500.0,7500.0,7500.0,36,7.89,234.65,0,4,1.0,45000.0,0,4.38,0.0,712.0,0.0,0,6.0,0.0,7284.0,0.409,6.0,0.0,0.0,8344.6899988446,8344.69,7500.0,844.69,0.0,0.0,0.0,2500.07,0.0,0.0,0.0,7284.0,17800.0,3.0,1457.0,9916.0,0.423,11.0,11.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,6.0,6.0,3.0,6.0,0.0,2.0,100.0,0.0,0.0,0.0,17800.0,7284.0,17200.0,0.0,False,True,True,False
33,35000.0,35000.0,35000.0,36,14.48,1204.4,2,14,3.0,80000.0,0,17.01,0.0,672.0,0.0,1,17.0,2.0,12546.0,0.384,28.0,0.0,0.0,43329.919968075,43329.92,35000.0,8329.92,0.0,0.0,0.0,1204.08,0.0,0.0,0.0,35929.0,32700.0,9.0,2113.0,2367.0,0.605,1.0,1.0,0.0,1.0,2.0,12.0,2.0,9.0,3.0,15.0,25.0,12.0,17.0,0.0,3.0,96.4,0.0,0.0,2.0,64148.0,35929.0,6000.0,31448.0,True,False,True,False
34,7500.0,7500.0,7500.0,36,9.67,240.85,1,5,10.0,155546.0,0,16.36,0.0,712.0,3.0,1,22.0,0.0,28784.0,0.496,42.0,0.0,0.0,8670.3327063584,8670.33,7500.0,1170.33,0.0,0.0,0.0,240.58,0.0,0.0,0.0,117403.0,58000.0,7.0,5591.0,17296.0,0.345,11.0,3.0,2.0,0.0,7.0,14.0,8.0,16.0,10.0,17.0,30.0,14.0,22.0,0.0,4.0,97.6,0.0,0.0,0.0,183162.0,117403.0,26400.0,125162.0,False,False,False,False
35,5000.0,5000.0,5000.0,36,10.42,162.33,1,7,10.0,43000.0,0,14.32,0.0,672.0,0.0,0,3.0,0.0,1221.0,0.9390000000000001,11.0,0.0,0.0,5333.6376530538,5333.64,5000.0,333.64,0.0,0.0,0.0,4200.22,0.0,0.0,200.0,96854.0,1300.0,4.0,32285.0,4006.0,0.6100231578947369,22.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,3.0,0.0,0.0,100.0,46.72442105263158,0.0,0.0,110152.0,21872.0,0.0,28516.0,False,False,False,True
36,20000.0,20000.0,20000.0,36,10.49,649.96,1,7,4.0,57000.0,0,13.28,0.0,692.0,0.0,0,3.0,0.0,29694.0,0.9640000000000001,5.0,0.0,0.0,23488.092956945096,23488.09,20000.0,3488.09,0.0,0.0,0.0,677.57,0.0,0.0,0.0,29694.0,30800.0,0.0,9898.0,363.0,0.988,80.0,80.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,100.0,100.0,0.0,0.0,30800.0,29694.0,30000.0,0.0,False,True,True,False
37,1000.0,1000.0,1000.0,36,12.88,33.64,2,11,10.0,70000.0,0,6.1,0.0,682.0,3.0,0,13.0,1.0,2586.0,0.212,75.0,0.0,0.0,1160.3605415664,1160.36,1000.0,160.36,0.0,0.0,0.0,555.56,0.0,0.0,0.0,33678.0,15700.0,20.0,2591.0,7405.0,0.39,0.0,0.0,1.0,0.0,3.0,5.0,5.0,18.0,44.0,11.0,30.0,5.0,13.0,0.0,9.0,100.0,20.0,1.0,0.0,55319.0,33678.0,9900.0,39619.0,False,True,False,True
38,8400.0,8400.0,8400.0,36,14.3,288.32,2,10,10.0,74344.0,0,16.32,0.0,672.0,0.0,1,8.0,1.0,6672.0,0.758,34.0,0.0,0.0,10383.0792348519,10383.08,8400.0,1983.08,0.0,0.0,0.0,288.22,0.0,0.0,0.0,39807.0,8800.0,4.0,4976.0,1163.0,0.845,8.0,8.0,9.0,1.0,3.0,5.0,3.0,10.0,7.0,6.0,18.0,5.0,8.0,0.0,2.0,89.0,100.0,1.0,0.0,49988.0,39807.0,7500.0,41188.0,False,False,False,True
39,5000.0,5000.0,5000.0,36,11.99,166.05,2,10,2.0,47000.0,0,27.99,0.0,672.0,1.0,0,13.0,1.0,14390.0,0.6659999999999999,28.0,0.0,0.0,5861.797765615699,5861.8,5000.0,861.8,0.0,0.0,0.0,2197.05,0.0,0.0,0.0,99374.0,21600.0,10.0,7644.0,488.0,0.9590000000000001,2.0,2.0,0.0,0.0,4.0,5.0,4.0,6.0,18.0,8.0,10.0,5.0,13.0,0.0,4.0,100.0,100.0,1.0,0.0,99926.0,99374.0,12000.0,78326.0,False,True,False,True
40,16800.0,16800.0,16800.0,60,12.29,376.18,2,10,5.0,50000.0,0,6.87,0.0,677.0,0.0,1,3.0,0.0,3043.0,0.41700000000000004,15.0,0.0,0.0,21017.0324427989,21017.03,16800.0,4217.03,0.0,0.0,0.0,10119.28,0.0,0.0,0.0,8543.0,7300.0,1.0,2848.0,4257.0,0.41700000000000004,37.0,13.0,0.0,4.0,2.0,2.0,2.0,6.0,6.0,2.0,8.0,2.0,3.0,0.0,0.0,73.3,0.0,0.0,0.0,15103.0,8543.0,7300.0,7803.0,False,True,False,False
41,5000.0,5000.0,5000.0,36,6.92,154.21,0,3,3.0,50000.0,0,6.87,0.0,667.0,0.0,1,11.0,0.0,7173.0,0.6459999999999999,18.0,0.0,0.0,5548.9944157322,5548.99,5000.0,548.99,0.0,0.0,0.0,307.77,0.0,0.0,0.0,13761.0,11100.0,1.0,1251.0,1669.0,0.679,10.0,10.0,0.0,0.0,4.0,6.0,5.0,8.0,6.0,9.0,12.0,6.0,11.0,0.0,1.0,94.4,40.0,0.0,0.0,21027.0,13761.0,5200.0,9927.0,False,True,True,False
42,7550.0,7550.0,7550.0,36,18.75,275.8,3,17,0.0,32000.0,1,30.3,2.0,682.0,0.0,1,9.0,0.0,11699.0,0.9279999999999999,24.0,0.0,0.0,2085.05,2085.05,645.46,456.34,0.0,983.25,9.8184999995,275.8,0.0,0.0,0.0,103716.0,12600.0,1.0,12965.0,0.0,1.023,5.0,5.0,4.0,2.0,1.0,5.0,2.0,10.0,4.0,6.0,16.0,5.0,9.0,2.0,1.0,91.0,100.0,0.0,0.0,137350.0,20303.0,2700.0,15673.0,False,False,False,True
43,10000.0,10000.0,10000.0,60,11.44,219.63,1,8,10.0,68000.0,1,5.03,0.0,752.0,1.0,1,7.0,0.0,4515.0,0.127,21.0,0.0,0.0,1305.07,1305.07,763.78,541.29,0.0,0.0,0.0,219.63,0.0,0.0,0.0,96549.0,35600.0,2.0,16092.0,26723.0,0.141,22.0,4.0,2.0,0.0,1.0,2.0,2.0,10.0,3.0,5.0,16.0,2.0,7.0,0.0,1.0,90.5,0.0,0.0,0.0,135414.0,11746.0,31100.0,7675.0,False,False,False,True
44,6000.0,6000.0,6000.0,36,9.75,192.9,1,7,3.0,51000.0,0,6.24,0.0,682.0,0.0,0,6.0,0.0,7443.0,0.423,14.0,0.0,0.0,6909.2920113102,6909.29,6000.0,894.29,15.0,0.0,0.0,1707.5,0.0,0.0,697.0,30169.0,17600.0,4.0,5028.0,5605.0,0.569,9.0,9.0,0.0,0.0,3.0,4.0,3.0,5.0,7.0,5.0,7.0,4.0,6.0,0.0,3.0,100.0,33.3,0.0,0.0,41757.0,30169.0,13000.0,24157.0,False,True,True,False
45,15000.0,15000.0,14750.0,36,12.05,498.58,2,10,-1.0,49000.0,0,39.92,0.0,697.0,0.0,0,11.0,0.0,11289.0,0.684,18.0,0.0,0.0,16065.0300120985,15797.28,15000.0,1065.03,0.0,0.0,0.0,29.26,0.0,0.0,0.0,54742.0,16500.0,3.0,5474.0,1698.0,0.856,17.0,2.0,0.0,0.0,5.0,6.0,5.0,8.0,7.0,8.0,11.0,6.0,11.0,0.0,1.0,100.0,60.0,0.0,0.0,72589.0,54742.0,11800.0,56089.0,True,False,False,True
